zip,beds,baths,sqft,price
85635,3,2,2846,395000
85635,3,2,2846,395000
85635,3,2,2846,395000
85635,3,2,2846,395000
85635,3,2,2846,395000
85635,3,2,2846,395000
85635,3,2,2846,395000
85635,3,2,2846,395000
85635,3,2,2846,395000
85635,3,2,2846,395000
85635,3,2,2846,395000
85635,3,2,2846,395000
85635,3,2,2846,395000
85635,3,2,2846,395000
85635,3,2,2846,395000
85635,3,2,2846,395000
85635,3,2,2846,395000
85635,3,2,2846,395000
85648,2,2,1449,330000
85648,2,2,1449,330000
85648,2,2,1449,330000
85648,2,2,1449,330000
85648,2,2,1449,330000
85648,2,2,1449,330000
85648,2,2,1449,330000
85648,2,2,1449,330000
85648,2,2,1449,330000
85648,2,2,1449,330000
85648,2,2,1449,330000
85648,2,2,1449,330000
85648,2,2,1449,330000
85648,2,2,1449,330000
85648,2,2,1449,330000
85648,2,2,1449,330000
85648,2,2,1449,330000
85648,2,2,1449,330000
85648,3,2,1104,170000
85648,3,2,1104,170000
85648,3,2,1104,170000
85648,3,2,1104,170000
85648,3,2,1104,170000
85648,3,2,1104,170000
85648,3,2,1104,170000
85648,3,2,1104,170000
85648,3,2,1104,170000
85648,3,2,1104,170000
85648,3,2,1104,170000
85648,3,2,1104,170000
85648,3,2,1104,170000
85648,3,2,1104,170000
85648,3,2,1104,170000
85648,3,2,1104,170000
85648,3,2,1104,170000
85648,3,2,1104,170000
85648,3,2,1358,229027
85648,3,2,1358,229027
85648,3,2,1358,229027
85648,3,2,1358,229027
85648,3,2,1358,229027
85648,3,2,1358,229027
85648,3,2,1358,229027
85648,3,2,1358,229027
85648,3,2,1358,229027
85648,3,2,1358,229027
85648,3,2,1358,229027
85648,3,2,1358,229027
85648,3,2,1358,229027
85648,3,2,1358,229027
85648,3,2,1358,229027
85648,3,2,1358,229027
85648,3,2,1358,229027
85648,3,2,1358,229027
85648,3,2,1621,260000
85648,3,2,1621,260000
85648,3,2,1621,260000
85648,3,2,1621,260000
85648,3,2,1621,260000
85648,3,2,1621,260000
85648,3,2,1621,260000
85648,3,2,1621,260000
85648,3,2,1621,260000
85648,3,2,1621,260000
85648,3,2,1621,260000
85648,3,2,1621,260000
85648,3,2,1621,260000
85648,3,2,1621,260000
85648,3,2,1621,260000
85648,3,2,1621,260000
85648,3,2,1621,260000
85648,3,2,1621,260000
85648,3,2,1650,276500
85648,3,2,1650,276500
85648,3,2,1650,276500
85648,3,2,1650,276500
85648,3,2,1650,276500
85648,3,2,1650,276500
85648,3,2,1650,276500
85648,3,2,1650,276500
85648,3,2,1650,276500
85648,3,2,1650,276500
85648,3,2,1650,276500
85648,3,2,1650,276500
85648,3,2,1650,276500
85648,3,2,1650,276500
85648,3,2,1650,276500
85648,3,2,1650,276500
85648,3,2,1650,276500
85648,3,2,1650,276500
85648,5,3,2457,312000
85648,5,3,2457,312000
85648,5,3,2457,312000
85648,5,3,2457,312000
85648,5,3,2457,312000
85648,5,3,2457,312000
85648,5,3,2457,312000
85648,5,3,2457,312000
85648,5,3,2457,312000
85648,5,3,2457,312000
85648,5,3,2457,312000
85648,5,3,2457,312000
85648,5,3,2457,312000
85648,5,3,2457,312000
85648,5,3,2457,312000
85648,5,3,2457,312000
85648,5,3,2457,312000
85648,5,3,2457,312000
85650,4,2,1328,295000
85650,4,2,1328,295000
85650,4,2,1328,295000
85650,4,2,1328,295000
85650,4,2,1328,295000
85650,4,2,1328,295000
85650,4,2,1328,295000
85650,4,2,1328,295000
85650,4,2,1328,295000
85650,4,2,1328,295000
85650,4,2,1328,295000
85650,4,2,1328,295000
85650,4,2,1328,295000
85650,4,2,1328,295000
85650,4,2,1328,295000
85650,4,2,1328,295000
85650,4,2,1328,295000
85650,4,2,1328,295000
85650,4,4,1624,839000
85650,4,4,1624,839000
85650,4,4,1624,839000
85650,4,4,1624,839000
85650,4,4,1624,839000
85650,4,4,1624,839000
85650,4,4,1624,839000
85650,4,4,1624,839000
85650,4,4,1624,839000
85650,4,4,1624,839000
85650,4,4,1624,839000
85650,4,4,1624,839000
85650,4,4,1624,839000
85650,4,4,1624,839000
85650,4,4,1624,839000
85650,4,4,1624,839000
85650,4,4,1624,839000
85650,4,4,1624,839000
85655,3,2,2093,237800
85655,3,2,2093,237800
85655,3,2,2093,237800
85655,3,2,2093,237800
85655,3,2,2093,237800
85655,3,2,2093,237800
85655,3,2,2093,237800
85655,3,2,2093,237800
85655,3,2,2093,237800
85655,3,2,2093,237800
85655,3,2,2093,237800
85655,3,2,2093,237800
85655,3,2,2093,237800
85655,3,2,2093,237800
85655,3,2,2093,237800
85655,3,2,2093,237800
85655,3,2,2093,237800
85655,3,2,2093,237800
85660,2,1,904,63000
85660,2,1,904,63000
85660,2,1,904,63000
85660,2,1,904,63000
85660,2,1,904,63000
85660,2,1,904,63000
85660,2,1,904,63000
85660,2,1,904,63000
85660,2,1,904,63000
85660,2,1,904,63000
85660,2,1,904,63000
85660,2,1,904,63000
85660,2,1,904,63000
85660,2,1,904,63000
85660,2,1,904,63000
85660,2,1,904,63000
85660,2,1,904,63000
85660,2,1,904,63000
85660,2,2,1118,131750
85660,2,2,1118,131750
85660,2,2,1118,131750
85660,2,2,1118,131750
85660,2,2,1118,131750
85660,2,2,1118,131750
85660,2,2,1118,131750
85660,2,2,1118,131750
85660,2,2,1118,131750
85660,2,2,1118,131750
85660,2,2,1118,131750
85660,2,2,1118,131750
85660,2,2,1118,131750
85660,2,2,1118,131750
85660,2,2,1118,131750
85660,2,2,1118,131750
85660,2,2,1118,131750
85660,2,2,1118,131750
85660,3,1,1051,105000
85660,3,1,1051,105000
85660,3,1,1051,105000
85660,3,1,1051,105000
85660,3,1,1051,105000
85660,3,1,1051,105000
85660,3,1,1051,105000
85660,3,1,1051,105000
85660,3,1,1051,105000
85660,3,1,1051,105000
85660,3,1,1051,105000
85660,3,1,1051,105000
85660,3,1,1051,105000
85660,3,1,1051,105000
85660,3,1,1051,105000
85660,3,1,1051,105000
85660,3,1,1051,105000
85660,3,1,1051,105000
85660,3,1,1051,111000
85660,3,1,1051,111000
85660,3,1,1051,111000
85660,3,1,1051,111000
85660,3,1,1051,111000
85660,3,1,1051,111000
85660,3,1,1051,111000
85660,3,1,1051,111000
85660,3,1,1051,111000
85660,3,1,1051,111000
85660,3,1,1051,111000
85660,3,1,1051,111000
85660,3,1,1051,111000
85660,3,1,1051,111000
85660,3,1,1051,111000
85660,3,1,1051,111000
85660,3,1,1051,111000
85660,3,1,1051,111000
85660,3,1,1229,110000
85660,3,1,1229,110000
85660,3,1,1229,110000
85660,3,1,1229,110000
85660,3,1,1229,110000
85660,3,1,1229,110000
85660,3,1,1229,110000
85660,3,1,1229,110000
85660,3,1,1229,110000
85660,3,1,1229,110000
85660,3,1,1229,110000
85660,3,1,1229,110000
85660,3,1,1229,110000
85660,3,1,1229,110000
85660,3,1,1229,110000
85660,3,1,1229,110000
85660,3,1,1229,110000
85660,3,1,1229,110000
85660,3,1,1310,208318
85660,3,1,1310,208318
85660,3,1,1310,208318
85660,3,1,1310,208318
85660,3,1,1310,208318
85660,3,1,1310,208318
85660,3,1,1310,208318
85660,3,1,1310,208318
85660,3,1,1310,208318
85660,3,1,1310,208318
85660,3,1,1310,208318
85660,3,1,1310,208318
85660,3,1,1310,208318
85660,3,1,1310,208318
85660,3,1,1310,208318
85660,3,1,1310,208318
85660,3,1,1310,208318
85660,3,1,1310,208318
85660,3,1,1331,112500
85660,3,1,1331,112500
85660,3,1,1331,112500
85660,3,1,1331,112500
85660,3,1,1331,112500
85660,3,1,1331,112500
85660,3,1,1331,112500
85660,3,1,1331,112500
85660,3,1,1331,112500
85660,3,1,1331,112500
85660,3,1,1331,112500
85660,3,1,1331,112500
85660,3,1,1331,112500
85660,3,1,1331,112500
85660,3,1,1331,112500
85660,3,1,1331,112500
85660,3,1,1331,112500
85660,3,1,1331,112500
85660,3,1,888,125000
85660,3,1,888,125000
85660,3,1,888,125000
85660,3,1,888,125000
85660,3,1,888,125000
85660,3,1,888,125000
85660,3,1,888,125000
85660,3,1,888,125000
85660,3,1,888,125000
85660,3,1,888,125000
85660,3,1,888,125000
85660,3,1,888,125000
85660,3,1,888,125000
85660,3,1,888,125000
85660,3,1,888,125000
85660,3,1,888,125000
85660,3,1,888,125000
85660,3,1,888,125000
85660,3,1,957,129000
85660,3,1,957,129000
85660,3,1,957,129000
85660,3,1,957,129000
85660,3,1,957,129000
85660,3,1,957,129000
85660,3,1,957,129000
85660,3,1,957,129000
85660,3,1,957,129000
85660,3,1,957,129000
85660,3,1,957,129000
85660,3,1,957,129000
85660,3,1,957,129000
85660,3,1,957,129000
85660,3,1,957,129000
85660,3,1,957,129000
85660,3,1,957,129000
85660,3,1,957,129000
85660,3,1,960,224252
85660,3,1,960,224252
85660,3,1,960,224252
85660,3,1,960,224252
85660,3,1,960,224252
85660,3,1,960,224252
85660,3,1,960,224252
85660,3,1,960,224252
85660,3,1,960,224252
85660,3,1,960,224252
85660,3,1,960,224252
85660,3,1,960,224252
85660,3,1,960,224252
85660,3,1,960,224252
85660,3,1,960,224252
85660,3,1,960,224252
85660,3,1,960,224252
85660,3,1,960,224252
85660,3,2,1082,147308
85660,3,2,1082,147308
85660,3,2,1082,147308
85660,3,2,1082,147308
85660,3,2,1082,147308
85660,3,2,1082,147308
85660,3,2,1082,147308
85660,3,2,1082,147308
85660,3,2,1082,147308
85660,3,2,1082,147308
85660,3,2,1082,147308
85660,3,2,1082,147308
85660,3,2,1082,147308
85660,3,2,1082,147308
85660,3,2,1082,147308
85660,3,2,1082,147308
85660,3,2,1082,147308
85660,3,2,1082,147308
85660,3,2,1152,134555
85660,3,2,1152,134555
85660,3,2,1152,134555
85660,3,2,1152,134555
85660,3,2,1152,134555
85660,3,2,1152,134555
85660,3,2,1152,134555
85660,3,2,1152,134555
85660,3,2,1152,134555
85660,3,2,1152,134555
85660,3,2,1152,134555
85660,3,2,1152,134555
85660,3,2,1152,134555
85660,3,2,1152,134555
85660,3,2,1152,134555
85660,3,2,1152,134555
85660,3,2,1152,134555
85660,3,2,1152,134555
85660,3,2,1152,158000
85660,3,2,1152,158000
85660,3,2,1152,158000
85660,3,2,1152,158000
85660,3,2,1152,158000
85660,3,2,1152,158000
85660,3,2,1152,158000
85660,3,2,1152,158000
85660,3,2,1152,158000
85660,3,2,1152,158000
85660,3,2,1152,158000
85660,3,2,1152,158000
85660,3,2,1152,158000
85660,3,2,1152,158000
85660,3,2,1152,158000
85660,3,2,1152,158000
85660,3,2,1152,158000
85660,3,2,1152,158000
85660,3,2,1207,119250
85660,3,2,1207,119250
85660,3,2,1207,119250
85660,3,2,1207,119250
85660,3,2,1207,119250
85660,3,2,1207,119250
85660,3,2,1207,119250
85660,3,2,1207,119250
85660,3,2,1207,119250
85660,3,2,1207,119250
85660,3,2,1207,119250
85660,3,2,1207,119250
85660,3,2,1207,119250
85660,3,2,1207,119250
85660,3,2,1207,119250
85660,3,2,1207,119250
85660,3,2,1207,119250
85660,3,2,1207,119250
85660,3,2,1209,130000
85660,3,2,1209,130000
85660,3,2,1209,130000
85660,3,2,1209,130000
85660,3,2,1209,130000
85660,3,2,1209,130000
85660,3,2,1209,130000
85660,3,2,1209,130000
85660,3,2,1209,130000
85660,3,2,1209,130000
85660,3,2,1209,130000
85660,3,2,1209,130000
85660,3,2,1209,130000
85660,3,2,1209,130000
85660,3,2,1209,130000
85660,3,2,1209,130000
85660,3,2,1209,130000
85660,3,2,1209,130000
85660,3,2,1272,124413
85660,3,2,1272,124413
85660,3,2,1272,124413
85660,3,2,1272,124413
85660,3,2,1272,124413
85660,3,2,1272,124413
85660,3,2,1272,124413
85660,3,2,1272,124413
85660,3,2,1272,124413
85660,3,2,1272,124413
85660,3,2,1272,124413
85660,3,2,1272,124413
85660,3,2,1272,124413
85660,3,2,1272,124413
85660,3,2,1272,124413
85660,3,2,1272,124413
85660,3,2,1272,124413
85660,3,2,1272,124413
85660,3,2,1373,160000
85660,3,2,1373,160000
85660,3,2,1373,160000
85660,3,2,1373,160000
85660,3,2,1373,160000
85660,3,2,1373,160000
85660,3,2,1373,160000
85660,3,2,1373,160000
85660,3,2,1373,160000
85660,3,2,1373,160000
85660,3,2,1373,160000
85660,3,2,1373,160000
85660,3,2,1373,160000
85660,3,2,1373,160000
85660,3,2,1373,160000
85660,3,2,1373,160000
85660,3,2,1373,160000
85660,3,2,1373,160000
85660,3,2,901,125000
85660,3,2,901,125000
85660,3,2,901,125000
85660,3,2,901,125000
85660,3,2,901,125000
85660,3,2,901,125000
85660,3,2,901,125000
85660,3,2,901,125000
85660,3,2,901,125000
85660,3,2,901,125000
85660,3,2,901,125000
85660,3,2,901,125000
85660,3,2,901,125000
85660,3,2,901,125000
85660,3,2,901,125000
85660,3,2,901,125000
85660,3,2,901,125000
85660,3,2,901,125000
85660,4,2,1183,146000
85660,4,2,1183,146000
85660,4,2,1183,146000
85660,4,2,1183,146000
85660,4,2,1183,146000
85660,4,2,1183,146000
85660,4,2,1183,146000
85660,4,2,1183,146000
85660,4,2,1183,146000
85660,4,2,1183,146000
85660,4,2,1183,146000
85660,4,2,1183,146000
85660,4,2,1183,146000
85660,4,2,1183,146000
85660,4,2,1183,146000
85660,4,2,1183,146000
85660,4,2,1183,146000
85660,4,2,1183,146000
85660,4,2,1240,123000
85660,4,2,1240,123000
85660,4,2,1240,123000
85660,4,2,1240,123000
85660,4,2,1240,123000
85660,4,2,1240,123000
85660,4,2,1240,123000
85660,4,2,1240,123000
85660,4,2,1240,123000
85660,4,2,1240,123000
85660,4,2,1240,123000
85660,4,2,1240,123000
85660,4,2,1240,123000
85660,4,2,1240,123000
85660,4,2,1240,123000
85660,4,2,1240,123000
85660,4,2,1240,123000
85660,4,2,1240,123000
85660,4,2,1587,161500
85660,4,2,1587,161500
85660,4,2,1587,161500
85660,4,2,1587,161500
85660,4,2,1587,161500
85660,4,2,1587,161500
85660,4,2,1587,161500
85660,4,2,1587,161500
85660,4,2,1587,161500
85660,4,2,1587,161500
85660,4,2,1587,161500
85660,4,2,1587,161500
85660,4,2,1587,161500
85660,4,2,1587,161500
85660,4,2,1587,161500
85660,4,2,1587,161500
85660,4,2,1587,161500
85660,4,2,1587,161500
85661,2,1,796,190000
85661,2,1,796,190000
85661,2,1,796,190000
85661,2,1,796,190000
85661,2,1,796,190000
85661,2,1,796,190000
85661,2,1,796,190000
85661,2,1,796,190000
85661,2,1,796,190000
85661,2,1,796,190000
85661,2,1,796,190000
85661,2,1,796,190000
85661,2,1,796,190000
85661,2,1,796,190000
85661,2,1,796,190000
85661,2,1,796,190000
85661,2,1,796,190000
85661,2,1,796,190000
85661,3,1,1152,188325
85661,3,1,1152,188325
85661,3,1,1152,188325
85661,3,1,1152,188325
85661,3,1,1152,188325
85661,3,1,1152,188325
85661,3,1,1152,188325
85661,3,1,1152,188325
85661,3,1,1152,188325
85661,3,1,1152,188325
85661,3,1,1152,188325
85661,3,1,1152,188325
85661,3,1,1152,188325
85661,3,1,1152,188325
85661,3,1,1152,188325
85661,3,1,1152,188325
85661,3,1,1152,188325
85661,3,1,1152,188325
85661,3,2,2049,395500
85661,3,2,2049,395500
85661,3,2,2049,395500
85661,3,2,2049,395500
85661,3,2,2049,395500
85661,3,2,2049,395500
85661,3,2,2049,395500
85661,3,2,2049,395500
85661,3,2,2049,395500
85661,3,2,2049,395500
85661,3,2,2049,395500
85661,3,2,2049,395500
85661,3,2,2049,395500
85661,3,2,2049,395500
85661,3,2,2049,395500
85661,3,2,2049,395500
85661,3,2,2049,395500
85661,3,2,2049,395500
85661,3,2,2274,470000
85661,3,2,2274,470000
85661,3,2,2274,470000
85661,3,2,2274,470000
85661,3,2,2274,470000
85661,3,2,2274,470000
85661,3,2,2274,470000
85661,3,2,2274,470000
85661,3,2,2274,470000
85661,3,2,2274,470000
85661,3,2,2274,470000
85661,3,2,2274,470000
85661,3,2,2274,470000
85661,3,2,2274,470000
85661,3,2,2274,470000
85661,3,2,2274,470000
85661,3,2,2274,470000
85661,3,2,2274,470000
85661,4,1,1376,215000
85661,4,1,1376,215000
85661,4,1,1376,215000
85661,4,1,1376,215000
85661,4,1,1376,215000
85661,4,1,1376,215000
85661,4,1,1376,215000
85661,4,1,1376,215000
85661,4,1,1376,215000
85661,4,1,1376,215000
85661,4,1,1376,215000
85661,4,1,1376,215000
85661,4,1,1376,215000
85661,4,1,1376,215000
85661,4,1,1376,215000
85661,4,1,1376,215000
85661,4,1,1376,215000
85661,4,1,1376,215000
85661,4,2,2295,360000
85661,4,2,2295,360000
85661,4,2,2295,360000
85661,4,2,2295,360000
85661,4,2,2295,360000
85661,4,2,2295,360000
85661,4,2,2295,360000
85661,4,2,2295,360000
85661,4,2,2295,360000
85661,4,2,2295,360000
85661,4,2,2295,360000
85661,4,2,2295,360000
85661,4,2,2295,360000
85661,4,2,2295,360000
85661,4,2,2295,360000
85661,4,2,2295,360000
85661,4,2,2295,360000
85661,4,2,2295,360000
85661,4,3,2379,455000
85661,4,3,2379,455000
85661,4,3,2379,455000
85661,4,3,2379,455000
85661,4,3,2379,455000
85661,4,3,2379,455000
85661,4,3,2379,455000
85661,4,3,2379,455000
85661,4,3,2379,455000
85661,4,3,2379,455000
85661,4,3,2379,455000
85661,4,3,2379,455000
85661,4,3,2379,455000
85661,4,3,2379,455000
85661,4,3,2379,455000
85661,4,3,2379,455000
85661,4,3,2379,455000
85661,4,3,2379,455000
85661,4,3,3838,613401
85661,4,3,3838,613401
85661,4,3,3838,613401
85661,4,3,3838,613401
85661,4,3,3838,613401
85661,4,3,3838,613401
85661,4,3,3838,613401
85661,4,3,3838,613401
85661,4,3,3838,613401
85661,4,3,3838,613401
85661,4,3,3838,613401
85661,4,3,3838,613401
85661,4,3,3838,613401
85661,4,3,3838,613401
85661,4,3,3838,613401
85661,4,3,3838,613401
85661,4,3,3838,613401
85661,4,3,3838,613401
85662,2,1,1690,334150
85662,2,1,1690,334150
85662,2,1,1690,334150
85662,2,1,1690,334150
85662,2,1,1690,334150
85662,2,1,1690,334150
85662,2,1,1690,334150
85662,2,1,1690,334150
85662,2,1,1690,334150
85662,2,1,1690,334150
85662,2,1,1690,334150
85662,2,1,1690,334150
85662,2,1,1690,334150
85662,2,1,1690,334150
85662,2,1,1690,334150
85662,2,1,1690,334150
85662,2,1,1690,334150
85662,2,1,1690,334150
85662,3,1,1456,225000
85662,3,1,1456,225000
85662,3,1,1456,225000
85662,3,1,1456,225000
85662,3,1,1456,225000
85662,3,1,1456,225000
85662,3,1,1456,225000
85662,3,1,1456,225000
85662,3,1,1456,225000
85662,3,1,1456,225000
85662,3,1,1456,225000
85662,3,1,1456,225000
85662,3,1,1456,225000
85662,3,1,1456,225000
85662,3,1,1456,225000
85662,3,1,1456,225000
85662,3,1,1456,225000
85662,3,1,1456,225000
85662,3,2,1176,250000
85662,3,2,1176,250000
85662,3,2,1176,250000
85662,3,2,1176,250000
85662,3,2,1176,250000
85662,3,2,1176,250000
85662,3,2,1176,250000
85662,3,2,1176,250000
85662,3,2,1176,250000
85662,3,2,1176,250000
85662,3,2,1176,250000
85662,3,2,1176,250000
85662,3,2,1176,250000
85662,3,2,1176,250000
85662,3,2,1176,250000
85662,3,2,1176,250000
85662,3,2,1176,250000
85662,3,2,1176,250000
85662,3,2,1196,260000
85662,3,2,1196,260000
85662,3,2,1196,260000
85662,3,2,1196,260000
85662,3,2,1196,260000
85662,3,2,1196,260000
85662,3,2,1196,260000
85662,3,2,1196,260000
85662,3,2,1196,260000
85662,3,2,1196,260000
85662,3,2,1196,260000
85662,3,2,1196,260000
85662,3,2,1196,260000
85662,3,2,1196,260000
85662,3,2,1196,260000
85662,3,2,1196,260000
85662,3,2,1196,260000
85662,3,2,1196,260000
85662,3,2,1294,191250
85662,3,2,1294,191250
85662,3,2,1294,191250
85662,3,2,1294,191250
85662,3,2,1294,191250
85662,3,2,1294,191250
85662,3,2,1294,191250
85662,3,2,1294,191250
85662,3,2,1294,191250
85662,3,2,1294,191250
85662,3,2,1294,191250
85662,3,2,1294,191250
85662,3,2,1294,191250
85662,3,2,1294,191250
85662,3,2,1294,191250
85662,3,2,1294,191250
85662,3,2,1294,191250
85662,3,2,1294,191250
85662,3,2,1616,335000
85662,3,2,1616,335000
85662,3,2,1616,335000
85662,3,2,1616,335000
85662,3,2,1616,335000
85662,3,2,1616,335000
85662,3,2,1616,335000
85662,3,2,1616,335000
85662,3,2,1616,335000
85662,3,2,1616,335000
85662,3,2,1616,335000
85662,3,2,1616,335000
85662,3,2,1616,335000
85662,3,2,1616,335000
85662,3,2,1616,335000
85662,3,2,1616,335000
85662,3,2,1616,335000
85662,3,2,1616,335000
85662,4,2,1456,250000
85662,4,2,1456,250000
85662,4,2,1456,250000
85662,4,2,1456,250000
85662,4,2,1456,250000
85662,4,2,1456,250000
85662,4,2,1456,250000
85662,4,2,1456,250000
85662,4,2,1456,250000
85662,4,2,1456,250000
85662,4,2,1456,250000
85662,4,2,1456,250000
85662,4,2,1456,250000
85662,4,2,1456,250000
85662,4,2,1456,250000
85662,4,2,1456,250000
85662,4,2,1456,250000
85662,4,2,1456,250000
85662,4,2,1574,252155
85662,4,2,1574,252155
85662,4,2,1574,252155
85662,4,2,1574,252155
85662,4,2,1574,252155
85662,4,2,1574,252155
85662,4,2,1574,252155
85662,4,2,1574,252155
85662,4,2,1574,252155
85662,4,2,1574,252155
85662,4,2,1574,252155
85662,4,2,1574,252155
85662,4,2,1574,252155
85662,4,2,1574,252155
85662,4,2,1574,252155
85662,4,2,1574,252155
85662,4,2,1574,252155
85662,4,2,1574,252155
85662,4,2,1603,183200
85662,4,2,1603,183200
85662,4,2,1603,183200
85662,4,2,1603,183200
85662,4,2,1603,183200
85662,4,2,1603,183200
85662,4,2,1603,183200
85662,4,2,1603,183200
85662,4,2,1603,183200
85662,4,2,1603,183200
85662,4,2,1603,183200
85662,4,2,1603,183200
85662,4,2,1603,183200
85662,4,2,1603,183200
85662,4,2,1603,183200
85662,4,2,1603,183200
85662,4,2,1603,183200
85662,4,2,1603,183200
85662,4,2,2004,315000
85662,4,2,2004,315000
85662,4,2,2004,315000
85662,4,2,2004,315000
85662,4,2,2004,315000
85662,4,2,2004,315000
85662,4,2,2004,315000
85662,4,2,2004,315000
85662,4,2,2004,315000
85662,4,2,2004,315000
85662,4,2,2004,315000
85662,4,2,2004,315000
85662,4,2,2004,315000
85662,4,2,2004,315000
85662,4,2,2004,315000
85662,4,2,2004,315000
85662,4,2,2004,315000
85662,4,2,2004,315000
85662,4,4,3056,475000
85662,4,4,3056,475000
85662,4,4,3056,475000
85662,4,4,3056,475000
85662,4,4,3056,475000
85662,4,4,3056,475000
85662,4,4,3056,475000
85662,4,4,3056,475000
85662,4,4,3056,475000
85662,4,4,3056,475000
85662,4,4,3056,475000
85662,4,4,3056,475000
85662,4,4,3056,475000
85662,4,4,3056,475000
85662,4,4,3056,475000
85662,4,4,3056,475000
85662,4,4,3056,475000
85662,4,4,3056,475000
85663,3,2,1320,506688
85663,3,2,1320,506688
85663,3,2,1320,506688
85663,3,2,1320,506688
85663,3,2,1320,506688
85663,3,2,1320,506688
85663,3,2,1320,506688
85663,3,2,1320,506688
85663,3,2,1320,506688
85663,3,2,1320,506688
85663,3,2,1320,506688
85663,3,2,1320,506688
85663,3,2,1320,506688
85663,3,2,1320,506688
85663,3,2,1320,506688
85663,3,2,1320,506688
85663,3,2,1320,506688
85663,3,2,1320,506688
85667,2,1,948,211500
85667,2,1,948,211500
85667,2,1,948,211500
85667,2,1,948,211500
85667,2,1,948,211500
85667,2,1,948,211500
85667,2,1,948,211500
85667,2,1,948,211500
85667,2,1,948,211500
85667,2,1,948,211500
85667,2,1,948,211500
85667,2,1,948,211500
85667,2,1,948,211500
85667,2,1,948,211500
85667,2,1,948,211500
85667,2,1,948,211500
85667,2,1,948,211500
85667,2,1,948,211500
85667,3,2,1329,300000
85667,3,2,1329,300000
85667,3,2,1329,300000
85667,3,2,1329,300000
85667,3,2,1329,300000
85667,3,2,1329,300000
85667,3,2,1329,300000
85667,3,2,1329,300000
85667,3,2,1329,300000
85667,3,2,1329,300000
85667,3,2,1329,300000
85667,3,2,1329,300000
85667,3,2,1329,300000
85667,3,2,1329,300000
85667,3,2,1329,300000
85667,3,2,1329,300000
85667,3,2,1329,300000
85667,3,2,1329,300000
85667,3,2,2025,677048
85667,3,2,2025,677048
85667,3,2,2025,677048
85667,3,2,2025,677048
85667,3,2,2025,677048
85667,3,2,2025,677048
85667,3,2,2025,677048
85667,3,2,2025,677048
85667,3,2,2025,677048
85667,3,2,2025,677048
85667,3,2,2025,677048
85667,3,2,2025,677048
85667,3,2,2025,677048
85667,3,2,2025,677048
85667,3,2,2025,677048
85667,3,2,2025,677048
85667,3,2,2025,677048
85667,3,2,2025,677048
85667,4,3,1929,485000
85667,4,3,1929,485000
85667,4,3,1929,485000
85667,4,3,1929,485000
85667,4,3,1929,485000
85667,4,3,1929,485000
85667,4,3,1929,485000
85667,4,3,1929,485000
85667,4,3,1929,485000
85667,4,3,1929,485000
85667,4,3,1929,485000
85667,4,3,1929,485000
85667,4,3,1929,485000
85667,4,3,1929,485000
85667,4,3,1929,485000
85667,4,3,1929,485000
85667,4,3,1929,485000
85667,4,3,1929,485000
85667,4,3,2295,350000
85667,4,3,2295,350000
85667,4,3,2295,350000
85667,4,3,2295,350000
85667,4,3,2295,350000
85667,4,3,2295,350000
85667,4,3,2295,350000
85667,4,3,2295,350000
85667,4,3,2295,350000
85667,4,3,2295,350000
85667,4,3,2295,350000
85667,4,3,2295,350000
85667,4,3,2295,350000
85667,4,3,2295,350000
85667,4,3,2295,350000
85667,4,3,2295,350000
85667,4,3,2295,350000
85667,4,3,2295,350000
85670,2,1,911,115000
85670,2,1,911,115000
85670,2,1,911,115000
85670,2,1,911,115000
85670,2,1,911,115000
85670,2,1,911,115000
85670,2,1,911,115000
85670,2,1,911,115000
85670,2,1,911,115000
85670,2,1,911,115000
85670,2,1,911,115000
85670,2,1,911,115000
85670,2,1,911,115000
85670,2,1,911,115000
85670,2,1,911,115000
85670,2,1,911,115000
85670,2,1,911,115000
85670,2,1,911,115000
85670,2,2,1406,242000
85670,2,2,1406,242000
85670,2,2,1406,242000
85670,2,2,1406,242000
85670,2,2,1406,242000
85670,2,2,1406,242000
85670,2,2,1406,242000
85670,2,2,1406,242000
85670,2,2,1406,242000
85670,2,2,1406,242000
85670,2,2,1406,242000
85670,2,2,1406,242000
85670,2,2,1406,242000
85670,2,2,1406,242000
85670,2,2,1406,242000
85670,2,2,1406,242000
85670,2,2,1406,242000
85670,2,2,1406,242000
85670,2,2,1520,299000
85670,2,2,1520,299000
85670,2,2,1520,299000
85670,2,2,1520,299000
85670,2,2,1520,299000
85670,2,2,1520,299000
85670,2,2,1520,299000
85670,2,2,1520,299000
85670,2,2,1520,299000
85670,2,2,1520,299000
85670,2,2,1520,299000
85670,2,2,1520,299000
85670,2,2,1520,299000
85670,2,2,1520,299000
85670,2,2,1520,299000
85670,2,2,1520,299000
85670,2,2,1520,299000
85670,2,2,1520,299000
85670,2,2,941,94905
85670,2,2,941,94905
85670,2,2,941,94905
85670,2,2,941,94905
85670,2,2,941,94905
85670,2,2,941,94905
85670,2,2,941,94905
85670,2,2,941,94905
85670,2,2,941,94905
85670,2,2,941,94905
85670,2,2,941,94905
85670,2,2,941,94905
85670,2,2,941,94905
85670,2,2,941,94905
85670,2,2,941,94905
85670,2,2,941,94905
85670,2,2,941,94905
85670,2,2,941,94905
85670,3,1,1000,134000
85670,3,1,1000,134000
85670,3,1,1000,134000
85670,3,1,1000,134000
85670,3,1,1000,134000
85670,3,1,1000,134000
85670,3,1,1000,134000
85670,3,1,1000,134000
