DATA DUMP:
  data[177] = -1501661207
  data[178] = -1491144617
  data[179] = -1479726746
  data[180] = -1476804030
  data[181] = -1476298837
  data[182] = -1474428554
  data[183] = -1473027938
  data[184] = -1473013414
  data[185] = -1465706639
  data[186] = -1462226893
  data[187] = -1459456656
  data[188] = -1459122377
  data[189] = -1457482475
  data[190] = -1455104930
  data[191] = -1452149351
  data[192] = -1447815185
  data[193] = -1447260097
  data[194] = -1446261338
  data[195] = -1445340548
  data[196] = -1435479558
  data[197] = -1433776838
  data[198] = -1432310894
  data[199] = -1427324346
  data[200] = -1423377696
  data[201] = -1423216095
  data[202] = -1420039110
  data[203] = -1408086175
  data[204] = -1397656392
  data[205] = -1392322903
  data[206] = -1391157016
  data[207] = -1378074307
  data[208] = -1377641772
  data[209] = -1376573948
  data[210] = -1375043652
  data[211] = -1371828786
  data[212] = -1369992035
  data[213] = -1363201228
  data[214] = -1361409449
  data[215] = -1344545838
  data[216] = -1343148922
  data[217] = -1335664519
  data[218] = -1328136944
  data[219] = -1326750484
  data[220] = -1320896400
  data[221] = -1319165429
  data[222] = -1317771358
  data[223] = -1314680643
  data[224] = -1312614098
  data[225] = -1305480036
  data[226] = -1305428889
  data[227] = -1300609604
  data[228] = -1289705807
  data[229] = -1270580648
  data[230] = -1267887568
  data[231] = -1267760513
  data[232] = -1262947088
  data[233] = -1261288086
  data[234] = -1256411221
  data[235] = -1241541965
  data[236] = -1239430358
  data[237] = -1235160899
  data[238] = -1233349409
  data[239] = -1225793280
  data[240] = -1225696980
  data[241] = -1224061458
  data[242] = -1218985988
  data[243] = -1207785326
  data[244] = -1200722171
  data[245] = -1186579614
  data[246] = -1186027514
  data[247] = -1184474069
  data[248] = -1184363911
  data[249] = -1184061172
  data[250] = -1183054271
  data[251] = -1179347694
  data[252] = -1178234051
  data[253] = -1176967943
  data[254] = -1175496239
  data[255] = -1175314952
  data[256] = -1172648287
  data[257] = -1168339397
  data[258] = -1161386698
  data[259] = -1156346473
  data[260] = -1151935944
  data[261] = -1144005588
  data[262] = -1141410813
  data[263] = -1139846738
  data[264] = -1133934225
  data[265] = -1130821235
  data[266] = -1128152579
  data[267] = -1123326106
  data[268] = -1120798213
  data[269] = -1114651571
  data[270] = -1113134441
  data[271] = -1109809497
  data[272] = -1108432315
  data[273] = -1105692664
  data[274] = -1105098409
  data[275] = -1102166497
  data[276] = -1099532470
  data[277] = -1097621695
  data[278] = -1094902395
  data[279] = -1092237873
  data[280] = -1090591107
  data[281] = -1087188312
  data[282] = -1068058756
  data[283] = -1055179223
  data[284] = -1050405046
  data[285] = -1047072362
  data[286] = -1046609719
  data[287] = -1044355743
  data[288] = -1038959458
  data[289] = -1038309491
  data[290] = -1034532131
  data[291] = -1030860584
  data[292] = -1030557711
  data[293] = -1022456311
  data[294] = -1021202026
  data[295] = -1007120266
  data[296] = -991104368
  data[297] = -987162579
  data[298] = -986425012
  data[299] = -981229325
  data[300] = -976860750
  data[301] = -967838929
  data[302] = -959631113
  data[303] = -951338934
  data[304] = -937572850
  data[305] = -932504004
  data[306] = -932102912
  data[307] = -913314958
  data[308] = -912821951
  data[309] = -906378992
  data[310] = -905865585
  data[311] = -904914328
  data[312] = -904203648
  data[313] = -900759108
  data[314] = -899100559
  data[315] = -890485707
  data[316] = -889915432
  data[317] = -887295416
  data[318] = -887141273
  data[319] = -881544312
  data[320] = -880649345
  data[321] = -876588436
  data[322] = -867111523
  data[323] = -862600262
  data[324] = -858161706
  data[325] = -856770314
  data[326] = -851983922
  data[327] = -849790423
  data[328] = -847593886
  data[329] = -833517297
  data[330] = -833173754
  data[331] = -832712460
  data[332] = -829306898
  data[333] = -828902386
  data[334] = -827023651
  data[335] = -824470943
  data[336] = -823937408
  data[337] = -822957543
  data[338] = -818396222
  data[339] = -812050278
  data[340] = -811762619
  data[341] = -808270160
  data[342] = -807876978
  data[343] = -807029661
  data[344] = -801980503
  data[345] = -794986992
  data[346] = -788469909
  data[347] = -788263586
  data[348] = -778517770
  data[349] = -776945468
  data[350] = -759955293
  data[351] = -758992656
  data[352] = -758360940
  data[353] = -757524799
  data[354] = -753838583
  data[355] = -748740426
  data[356] = -746546995
  data[357] = -745367753
  data[358] = -744554015
  data[359] = -730760880
  data[360] = -730565147
  data[361] = -726758334
  data[362] = -720775124
  data[363] = -719445600
  data[364] = -716805129
  data[365] = -716673451
  data[366] = -715138117
  data[367] = -714439579
  data[368] = -712995988
  data[369] = -712995573
  data[370] = -711191099
  data[371] = -702668915
  data[372] = -697877137
  data[373] = -691261617
  data[374] = -689969357
  data[375] = -687208304
  data[376] = -686406798
  data[377] = -683323022
  data[378] = -679678020
  data[379] = -678900166
  data[380] = -673990442
  data[381] = -672921072
  data[382] = -670812028
  data[383] = -667326703
  data[384] = -660979489
  data[385] = -659677365
  data[386] = -654698385
  data[387] = -652759654
  data[388] = -641591938
  data[389] = -641083438
  data[390] = -640896123
  data[391] = -636358852
  data[392] = -635457196
  data[393] = -628384221
  data[394] = -627569447
  data[395] = -623088627
  data[396] = -619908042
  data[397] = -608940845
  data[398] = -603925692
  data[399] = -595954997
  data[400] = -591125273
  data[401] = -586281386
  data[402] = -585797974
  data[403] = -574972034
  data[404] = -564548403
  data[405] = -564315259
  data[406] = -559587443
  data[407] = -557697497
  data[408] = -553977612
  data[409] = -548442442
  data[410] = -545033908
  data[411] = -531482596
  data[412] = -524512292
  data[413] = -493003329
  data[414] = -488956711
  data[415] = -486609643
  data[416] = -485483165
  data[417] = -482559144
  data[418] = -477345143
  data[419] = -469994812
  data[420] = -463584151
  data[421] = -462537889
  data[422] = -459562955
  data[423] = -453225563
  data[424] = -450052479
  data[425] = -449670646
  data[426] = -447034784
  data[427] = -446417603
  data[428] = -435267291
  data[429] = -431532286
  data[430] = -430711116
  data[431] = -428693769
  data[432] = -410593603
  data[433] = -408825636
  data[434] = -406366367
  data[435] = -396438523
  data[436] = -395704894
  data[437] = -390056811
  data[438] = -389040903
  data[439] = -386362710
  data[440] = -386359036
  data[441] = -376353797
  data[442] = -369763873
  data[443] = -368500693
  data[444] = -367808992
  data[445] = -351017192
  data[446] = -347723374
  data[447] = -346651301
  data[448] = -339263460
  data[449] = -335079868
  data[450] = -332435399
  data[451] = -321705979
  data[452] = -320821679
  data[453] = -315168515
  data[454] = -313359740
  data[455] = -312879588
  data[456] = -309842426
  data[457] = -308547488
  data[458] = -297955865
  data[459] = -292217387
  data[460] = -275961204
  data[461] = -266668001
  data[462] = -252486300
  data[463] = -237847126
  data[464] = -229384758
  data[465] = -225493634
  data[466] = -224573384
  data[467] = -218413507
  data[468] = -213406846
  data[469] = -213200752
  data[470] = -211521404
  data[471] = -210062167
  data[472] = -207335287
  data[473] = -202488757
  data[474] = -201489060
  data[475] = -192687758
  data[476] = -189806999
  data[477] = -185024610
  data[478] = -182804058
  data[479] = -177754636
  data[480] = -173318755
  data[481] = -165095563
  data[482] = -164091080
  data[483] = -161094277
  data[484] = -160456091
  data[485] = -159412377
  data[486] = -153090867
  data[487] = -150638275
  data[488] = -145920261
  data[489] = -144255200
  data[490] = -136948505
  data[491] = -134354268
  data[492] = -134292997
  data[493] = -130290397
  data[494] = -129676468
  data[495] = -122102158
  data[496] = -121259644
  data[497] = -119597893
  data[498] = -118144208
  data[499] = -115422872
  data[500] = -114915365
  data[501] = -114606854
  data[502] = -106226899
  data[503] = -100164385
  data[504] = -99779096
  data[505] = -97850577
  data[506] = -93654195
  data[507] = -91767822
  data[508] = -90423332
  data[509] = -87731243
  data[510] = -78005471
  data[511] = -77445319
  data[512] = -75153932
  data[513] = -61780785
  data[514] = -61707221
  data[515] = -51224943
  data[516] = -48661205
  data[517] = -42354576
  data[518] = -38085907
  data[519] = -36905532
  data[520] = -31754413
  data[521] = -24199816
  data[522] = -23602245
  data[523] = -23509321
  data[524] = -22023738
  data[525] = -21445441
  data[526] = -16357428
  data[527] = -11421252
  data[528] = -10617510
  data[529] = -6511759
  data[530] = 7354886
  data[531] = 11760404
  data[532] = 18097017
  data[533] = 22418659
  data[534] = 28864436
  data[535] = 28904031
  data[536] = 28926595
  data[537] = 31764362
  data[538] = 34638326
  data[539] = 35748939
  data[540] = 35762350
  data[541] = 39431211
  data[542] = 43816761
  data[543] = 45454623
  data[544] = 49581260
  data[545] = 49663960
  data[546] = 52528500
  data[547] = 58524646
  data[548] = 61027523
  data[549] = 70021310
  data[550] = 80051413
  data[551] = 82691126
  data[552] = 87717223
  data[553] = 92326902
  data[554] = 97182820
  data[555] = 113643365
  data[556] = 119088501
  data[557] = 122202925
  data[558] = 125874682
  data[559] = 126428428
  data[560] = 127032657
  data[561] = 129634050
  data[562] = 130778115
  data[563] = 132297896
  data[564] = 133484315
  data[565] = 133702991
  data[566] = 138319799
  data[567] = 139710840
  data[568] = 141700270
  data[569] = 142672327
  data[570] = 144974285
  data[571] = 146542435
  data[572] = 152742074
  data[573] = 154610931
  data[574] = 161168939
  data[575] = 161489192
  data[576] = 163125596
  data[577] = 164545225
  data[578] = 165690529
  data[579] = 203724264
  data[580] = 211996945
  data[581] = 212460003
  data[582] = 219197017
  data[583] = 232701694
  data[584] = 233428831
  data[585] = 236910076
  data[586] = 239407753
  data[587] = 241203761
  data[588] = 248334357
  data[589] = 249200711
  data[590] = 261103787
  data[591] = 262326854
  data[592] = 266106667
  data[593] = 268973112
  data[594] = 272049591
  data[595] = 272094241
  data[596] = 280158986
  data[597] = 282482507
  data[598] = 286210591
  data[599] = 288794446
  data[600] = 292789102
  data[601] = 297561634
  data[602] = 299826205
  data[603] = 302138097
  data[604] = 305184871
  data[605] = 312997756
  data[606] = 318511889
  data[607] = 322042095
  data[608] = 322803206
  data[609] = 324610189
  data[610] = 326138997
  data[611] = 327873336
  data[612] = 329052792
  data[613] = 331235729
  data[614] = 332354963
  data[615] = 334442962
  data[616] = 334800711
  data[617] = 337277123
  data[618] = 341826509
  data[619] = 341914541
  data[620] = 346069307
  data[621] = 358067681
  data[622] = 365570830
  data[623] = 372974801
  data[624] = 374630646
  data[625] = 376226166
  data[626] = 378036416
  data[627] = 380700796
  data[628] = 392624589
  data[629] = 393267499
  data[630] = 407152106
  data[631] = 408025696
  data[632] = 419638653
  data[633] = 419740007
  data[634] = 429932488
  data[635] = 431173207
  data[636] = 434909659
  data[637] = 442516246
  data[638] = 444325613
  data[639] = 449617425
  data[640] = 458306392
  data[641] = 458514958
  data[642] = 466911498
  data[643] = 468980747
  data[644] = 469657432
  data[645] = 477553659
  data[646] = 479158764
  data[647] = 486411081
  data[648] = 491729947
  data[649] = 498986937
  data[650] = 510869993
  data[651] = 511246738
  data[652] = 514825840
  data[653] = 515046156
  data[654] = 515357191
  data[655] = 518505999
  data[656] = 519187203
  data[657] = 521286916
  data[658] = 530117620
  data[659] = 537572579
  data[660] = 539418622
  data[661] = 539710447
  data[662] = 546426952
  data[663] = 548522986
  data[664] = 551717821
  data[665] = 553265152
  data[666] = 561468294
  data[667] = 563909579
  data[668] = 566958375
  data[669] = 567445146
  data[670] = 575654270
  data[671] = 575848035
  data[672] = 579205827
  data[673] = 588090489
  data[674] = 590526013
  data[675] = 597425142
  data[676] = 599379714
  data[677] = 605280572
  data[678] = 605846594
  data[679] = 614841790
  data[680] = 615236124
  data[681] = 615656873
  data[682] = 618614695
  data[683] = 623603136
  data[684] = 626233423
  data[685] = 626918675
  data[686] = 642139702
  data[687] = 657377589
  data[688] = 664671242
  data[689] = 664785621
  data[690] = 673613316
  data[691] = 683884423
  data[692] = 686182847
  data[693] = 688080541
  data[694] = 691220224
  data[695] = 701157041
  data[696] = 708309544
  data[697] = 717115925
  data[698] = 723439160
  data[699] = 726396680
  data[700] = 737514474
  data[701] = 740035346
  data[702] = 743474853
  data[703] = 752659689
  data[704] = 754291235
  data[705] = 755090715
  data[706] = 759159232
  data[707] = 768036138
  data[708] = 769098448
  data[709] = 776305894
  data[710] = 779039644
  data[711] = 782026917
  data[712] = 782769172
  data[713] = 782905426
  data[714] = 792183096
  data[715] = 794618983
  data[716] = 801797966
  data[717] = 802100877
  data[718] = 805512138
  data[719] = 806783214
  data[720] = 807123800
  data[721] = 808168317
  data[722] = 808193815
  data[723] = 815644585
  data[724] = 821687878
  data[725] = 825747830
  data[726] = 827213534
  data[727] = 827738127
  data[728] = 829743787
  data[729] = 845480133
  data[730] = 851386854
  data[731] = 854439528
  data[732] = 855872297
  data[733] = 855894051
  data[734] = 875815356
  data[735] = 881007275
  data[736] = 884234894
  data[737] = 893092341
  data[738] = 895681103
  data[739] = 900385497
  data[740] = 907387746
  data[741] = 909349821
  data[742] = 910945645
  data[743] = 912586030
  data[744] = 914942735
  data[745] = 917018543
  data[746] = 917331413
  data[747] = 917429646
  data[748] = 927595903
  data[749] = 931190117
  data[750] = 935875616
  data[751] = 947559721
  data[752] = 951614618
  data[753] = 956159823
  data[754] = 964214369
  data[755] = 966216254
  data[756] = 967111589
  data[757] = 968028604
  data[758] = 977063466
  data[759] = 984172415
  data[760] = 990316797
  data[761] = 995603468
  data[762] = 1005007562
  data[763] = 1005748988
  data[764] = 1006671146
  data[765] = 1010138115
  data[766] = 1012122745
  data[767] = 1014321500
  data[768] = 1020434647
  data[769] = 1023783643
  data[770] = 1028447012
  data[771] = 1036994098
  data[772] = 1042854318
  data[773] = 1049750642
  data[774] = 1049828589
  data[775] = 1065977038
  data[776] = 1068726256
  data[777] = 1078979908
  data[778] = 1083675345
  data[779] = 1087705622
  data[780] = 1089337673
  data[781] = 1089830115
  data[782] = 1095890390
  data[783] = 1101440798
  data[784] = 1103207162
  data[785] = 1103214699
  data[786] = 1113245038
  data[787] = 1120015008
  data[788] = 1125293272
  data[789] = 1130776192
  data[790] = 1135378653
  data[791] = 1143764426
  data[792] = 1145529189
  data[793] = 1147205439
  data[794] = 1155019890
  data[795] = 1155288563
  data[796] = 1155448068
  data[797] = 1156005448
  data[798] = 1157017560
  data[799] = 1176415705
  data[800] = 1177717163
  data[801] = 1183948097
  data[802] = 1188028638
  data[803] = 1188849523
  data[804] = 1192189316
  data[805] = 1198557331
  data[806] = 1200596575
  data[807] = 1209526912
  data[808] = 1211613084
  data[809] = 1220008304
  data[810] = 1220037710
  data[811] = 1222142270
  data[812] = 1222910985
  data[813] = 1225191253
  data[814] = 1234083945
  data[815] = 1234386624
  data[816] = 1235731124
  data[817] = 1241998211
  data[818] = 1243227398
  data[819] = 1246610602
  data[820] = 1255859943
  data[821] = 1260557222
  data[822] = 1262650199
  data[823] = 1263887309
  data[824] = 1265956254
  data[825] = 1267321693
  data[826] = 1272538162
  data[827] = 1273572249
  data[828] = 1275220456
  data[829] = 1278937800
  data[830] = 1288072137
  data[831] = 1288214528
  data[832] = 1292025145
  data[833] = 1295086496
  data[834] = 1304686307
  data[835] = 1305288969
  data[836] = 1308307526
  data[837] = 1308747920
  data[838] = 1315815676
  data[839] = 1320775882
  data[840] = 1326409503
  data[841] = 1349646577
  data[842] = 1355013897
  data[843] = 1368978153
  data[844] = 1379632534
  data[845] = 1380856156
  data[846] = 1381843233
  data[847] = 1385096037
  data[848] = 1398721121
  data[849] = 1401106684
  data[850] = 1406039206
  data[851] = 1415442324
  data[852] = 1420558369
  data[853] = 1420917712
  data[854] = 1421469273
  data[855] = 1424088753
  data[856] = 1425238041
  data[857] = 1430009653
  data[858] = 1438248237
  data[859] = 1440857754
  data[860] = 1441917467
  data[861] = 1442599111
  data[862] = 1443155896
  data[863] = 1447977771
  data[864] = 1449573036
  data[865] = 1450884075
  data[866] = 1463860228
  data[867] = 1466254027
  data[868] = 1475010821
  data[869] = 1475519504
  data[870] = 1476352818
  data[871] = 1476563908
  data[872] = 1478049349
  data[873] = 1479399646
  data[874] = 1482203170
  data[875] = 1483115237
  data[876] = 1491233771
  data[877] = 1502897484
  data[878] = 1508006009
  data[879] = 1509294115
  data[880] = 1511825132
  data[881] = 1514913467
  data[882] = 1519981163
  data[883] = 1521747940
  data[884] = 1527183760
  data[885] = 1539357548
  data[886] = 1540582267
  data[887] = 1549383224
  data[888] = 1555179476
  data[889] = 1557760214
  data[890] = 1559934999
  data[891] = 1560520529
  data[892] = 1564235099
  data[893] = 1568319821
  data[894] = 1576772508
  data[895] = 1586349888
  data[896] = 1596081860
  data[897] = 1601193569
  data[898] = 1601958278
  data[899] = 1607404127
  data[900] = 1616070247
  data[901] = 1619921425
  data[902] = 1623863471
  data[903] = 1627591921
  data[904] = 1634135929
  data[905] = 1637111662
  data[906] = 1638710261
  data[907] = 1643133822
  data[908] = 1643406040
  data[909] = 1645567180
  data[910] = 1649158880
  data[911] = 1650616339
  data[912] = 1656260777
  data[913] = 1656307319
  data[914] = 1665099890
  data[915] = 1666858339
  data[916] = 1672616784
  data[917] = 1673132053
  data[918] = 1673411425
  data[919] = 1676863468
  data[920] = 1687105730
  data[921] = 1692730182
  data[922] = 1697426102
  data[923] = 1698530098
  data[924] = 1700363779
  data[925] = 1704418491
  data[926] = 1709573513
  data[927] = 1710225514
  data[928] = 1712997292
  data[929] = 1718123302
  data[930] = 1726956146
  data[931] = 1728196287
  data[932] = 1730727249
  data[933] = 1732360480
  data[934] = 1732624770
  data[935] = 1748137072
  data[936] = 1753165731
  data[937] = 1758970628
  data[938] = 1767595735
  data[939] = 1778774868
  data[940] = 1783561335
  data[941] = 1783782943
  data[942] = 1789220221
  data[943] = 1793320124
  data[944] = 1796081714
  data[945] = 1802771599
  data[946] = 1803032172
  data[947] = 1817228439
  data[948] = 1820054776
  data[949] = 1835221351
  data[950] = 1840478021
  data[951] = 1850567438
  data[952] = 1854460934
  data[953] = 1863245806
  data[954] = 1867866219
  data[955] = 1870335961
  data[956] = 1873728396
  data[957] = 1882416044
  data[958] = 1883445990
  data[959] = 1883507160
  data[960] = 1890414796
  data[961] = 1891736218
  data[962] = 1899112129
  data[963] = 1901726176
  data[964] = 1905486595
  data[965] = 1906629565
  data[966] = 1906967785
  data[967] = 1907089312
  data[968] = 1907784133
  data[969] = 1909211269
  data[970] = 1909791124
  data[971] = 1913020820
  data[972] = 1924732544
  data[973] = 1925163349
  data[974] = 1927837363
  data[975] = 1928004343
  data[976] = 1930737275
  data[977] = 1931607214
  data[978] = 1935879742
  data[979] = 1939117373
  data[980] = 1940122773
  data[981] = 1940471347
  data[982] = 1950821762
  data[983] = 1951004037
  data[984] = 1951956000
  data[985] = 1958479488
  data[986] = 1962158770
  data[987] = 1975811870
  data[988] = 1982954693
  data[989] = 1984441864
  data[990] = 2001305354
  data[991] = 2005869443
  data[992] = 2017452473
  data[993] = 2027525011
  data[994] = 2032635994
  data[995] = 2037991625
  data[996] = 2040378710
  data[997] = 2040474146
  data[998] = 2044000154
  data[999] = 2047648190
  data[1000] = 2048531820
  data[1001] = 2067799549
  data[1002] = 2069512245
  data[1003] = 2069949693
  data[1004] = 2072323436
  data[1005] = 2074862515
  data[1006] = 2075037457
  data[1007] = 2083668534
  data[1008] = 2084519297
  data[1009] = 2085111990
  data[1010] = 2089564728
  data[1011] = 2092673834
  data[1012] = 2108132720
  data[1013] = 2125754737
  data[1014] = 2131408058
  data[1015] = 2133339313
  data[1016] = 2137226790
  data[1017] = 2137410215
  data[1018] = 2139248781
  data[1019] = 2140355274
  data[1020] = 2142796315
  data[1021] = 2144691740
  data[1022] = 2145156367
  data[1023] = 2145836301
INFO: data is properly sorted.
